group,title,link,salary_raw,salary_normalized,currency_unit,location,experience,description,requirements,benefits,work_location_detail,working_time,deadline,skills
Javascript,Frontend Developer,https://www.topcv.vn/viec-lam/frontend-developer/1702187.html?ta_source=ITJobs_LinkDetail,Thoả thuận,,,Hà Nội,1 năm,Develop Web/Mobile software for international markets. Communicate with clients to understand requirements and report progress. Take responsibility for assigned tasks and provide accurate estimates. Collaborate with other teams within the company to ensure task completion.,"1-3 years of software development experience. Proficient in Frontend technologies like React JS or Vue JS At least 6 months of experience in mobile development using React Native or Flutter. Build apps and manage versions via APK files or TestFlight.. Bachelor’s degree in Information Technology, Computer Science, or related fields. Strong communication skills in English, particularly in speaking and writing. Experience with databases such as PostgreSQL, MongoDB, and MySQL. Backend development experience (Node.js, Golang, or Python) is a plus. Familiarity with cloud platforms (AWS, Azure, GCP) is an added advantage. Knowledge of AI or Blockchain is a bonus. Candidates with experience in Agile/Scrum environments are preferred.","Fixed salary negotiable based on competency. Probation period with 85% salary. Mandatory insurance after the probation period. 12 days of annual leave. Work from Monday to Friday, off on Saturdays and Sundays. Paid holidays and Tet as per government regulations. Friendly and dynamic work environment. Monthly allowance for employees with an IELTS certificate. Other benefits as per company policy.","- Hà Nội: Tầng 3, Tòa HUD3 Tower, Số 123 Tô Hiệu, Hà Đông",Thứ 2 - Thứ 6 (từ 08:30 đến 18:00),2025-05-21,"React, React, PostgreSQL, MongoDB, MySQL, Node.js, Golang, Python, AWS, Azure, AI, Agile"
Javascript,DEV WordPress,https://www.topcv.vn/viec-lam/dev-wordpress/1422216.html?ta_source=ITJobs_LinkDetail,10 - 15 triệu,12500000,VND,Hồ Chí Minh,3 năm,"- Phát triển, tùy chỉnh giao diện và tính năng cho website WordPress theo yêu cầu. - Thiết kế, chỉnh sửa giao diện bằng HTML, CSS, JavaScript, PHP. - Xây dựng và tối ưu Plugin, Theme WordPress. - Tích hợp API, xử lý các vấn đề liên quan đến hosting, domain. - Cải thiện hiệu suất, bảo mật và tốc độ tải trang. - Hỗ trợ kỹ thuật, bảo trì và nâng cấp website khi cần.","- Thành thạo WordPress, hiểu rõ về Theme, Plugin. - Có kinh nghiệm với HTML, CSS, JavaScript, PHP, MySQL. - Biết sử dụng các công cụ thiết kế như Photoshop, Figma là một lợi thế. - Có tư duy logic, kỹ năng giải quyết vấn đề tốt. - Có tinh thần trách nhiệm, chủ động trong công việc. - Ưu tiên ứng viên có kinh nghiệm tối ưu SEO, tốc độ website.","- Được tham gia môi trường làm việc trẻ, năng động - Có cơ hội học hỏi được nhiều kỹ năng khác - Tham gia Kickoff cùng công ty - Có thưởng thêm khi hoàn thành tốt KPI hoặc đạt mục tiêu tháng","- Hồ Chí Minh: Khu dẫn cư CityLand Park Hills, phường 10, Gò Vấp",Thứ 2 - Thứ 7 (từ 09:00 đến 18:00) Nghỉ trưa 1 tiếng,2025-06-26,"HTML, CSS, JavaScript, MySQL"
Javascript,Thực Tập Sinh Phát Triển Web (NodeJS/ NextJS),https://www.topcv.vn/viec-lam/thuc-tap-sinh-phat-trien-web-nodejs-nextjs/1701890.html?ta_source=ITJobs_LinkDetail,1 - 3 triệu,2000000,VND,Hà Nội,Không yêu cầu,"Tham gia vào quy trình phát triển phần mềm, các dự án thực tế triển khai phần mềm cho khách hàng Nhật Vận dụng kiến thức đã học và học hỏi thêm kiến thức từ quản lý để giải quyết các yêu cầu mà khách hàng đưa ra.",Sinh viên năm cuối hoặc mới tốt nghiệp chuyên ngành Công nghệ Thông tin hoặc liên quan có thể đi làm full-time các ngày trong tuần từ thứ 2 – thứ 6 Có kinh nghiệm hoặc kiến thức về NextJS và NodeJS Tư duy logic tốt.,"Có trợ cấp thực tập chi trả theo thời gian thực tế làm việc Được tham gia làm và học hỏi từ dự án thực tế dưới sự hướng dẫn của mentor dày dặn kinh nghiệm, nhiệt tình chia sẻ Tham gia các sự kiện văn hóa, thể dục thể thao do công ty tổ chức tại thời điểm tham gia thực tập Hỗ trợ dấu thực tập, chứng nhận hoàn thành (nếu cần).","- Hà Nội: 266 Đội Cấn, Ba Đình, Hà Nội, Ba Đình",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),2025-05-31,NodeJS
Javascript,Cộng Tác Viên Frontend Developer,https://www.topcv.vn/viec-lam/cong-tac-vien-frontend-developer/1701595.html?ta_source=ITJobs_LinkDetail,Thoả thuận,,,Hà Nội,2 năm,"• Phát triển & duy trì Website, xử lý metadata, logging. • Đảm bảo mật dữ liệu, xây dựng API kết nối backend & third-party services. • Phát triển dashboard trực quan hóa dữ liệu, tối ưu real-time update. • Xây dựng Landing Page tối ưu SEO, responsive, quản lý nội dung, tích hợp công cụ marketing & analytics.","Nextjs, JS, Wordpress, PHP Tối thiểu 2 năm kinh nghiệm Web Developer. • Kỹ năng tối ưu front end (performance, responsive, SEO). • Cẩn thận, chủ động, có tinh thần trách nhiệm. • Điểm cộng: • Kiến thức UI/UX, thư viện biểu đồ (Chart.js, D3.js...). • Kinh nghiệm với camera, video streaming, WebRTC. • Hiểu biết về Docker.","• Range thu nhập: từ 50triệu/tháng • Thưởng theo dự án nhận • Làm việc remote từ xa, không cần lên văn phòng • Đội ngũ trẻ - giỏi, nhiệt huyết, tích cực đóng bảo hiểm xã hội khi làm nhân viên chính thức 1 năm có 12 ngày nghỉ phép Thưởng lễ tết, sinh nhật…","- Hà Nội: Toà Nhà Xuân Mai Tower, Tô Hiệu, Hà Cầu, Hà Đông",Thứ 2 - Thứ 6 (từ 08:30 đến 18:30) Thứ 7 cách tuần,2025-05-21,Docker
Javascript,3D Web Developer,https://www.topcv.vn/viec-lam/3d-web-developer/1701118.html?ta_source=ITJobs_LinkDetail,Thoả thuận,,,Hà Nội,1 năm,"Tham gia phát triển dự án phần mềm, ứng dụng 3D trên nền tảng Mobile và Web thông qua React.JS và R3F. Phối hợp làm việc với các nhóm để thiết kế, xây dựng các ứng dụng của phần mềm. Nghiên cứu các công nghệ mới để áp dụng trong các dự án hiện tại và tương lai. Tham gia đưa ra ý tưởng, giải pháp mới cải thiện công việc cũng như góp phần tăng doanh thu cho công ty.","Ưu tiên ứng tuyển viên có kinh nghiệm lập trình 3D hoặc có kiến thức về Three.JS hoặc R3F. Đã thiết kế UIUX, đặc biệt ở trong môi trường 3D. Ưu tiên có kỹ năng về Node.JS và backend development.","Lương thỏa thuận Lương tháng 13, thưởng lễ Tết, thưởng dự án, thưởng giới thiệu nhân sự… Đóng BHXH, BHYT, BHTN theo quy định của Pháp luật. Hàng năm tổ chức du lịch, teambuilding, các hoạt động kết nối nhân viên hàng tháng, hỗ trợ ăn sáng free tại công ty… Cơ hội thăng tiến và phát triển sự nghiệp. Môi trường làm việc trẻ trung, đồng nghiệp thân thiện, sếp gần gũi, thoải mái.","- Hà Nội: Số 15 - 17 ngõ 81 Láng Hạ, Thành Công, Ba Đình","Thứ 2 - Thứ 7 (từ 08:00 đến 17:30) Thứ 2 - sáng Thứ 7, 8:00 - 17:30",2025-05-19,Node.JS
Javascript,Senior Frontend Developer,https://www.topcv.vn/viec-lam/senior-frontend-developer/1660064.html?ta_source=ITJobs_LinkDetail,30 - 40 triệu,35000000,VND,Hà Nội,4 năm,"Phát triển ứng dụng di động bằng React Native hoặc ứng dụng web trên ReactJS/NextJS dựa trên các yêu cầu kỹ thuật và thiết kế đã được phê duyệt. Phối hợp với các nhóm khác như UI/UX, QC, và BE để đảm bảo ứng dụng được phát triển một cách toàn diện. Tham gia phân tích, thiết kế luồng phát triển của ứng dụng di động hoặc ứng dụng web dựa vào yêu cầu của sản phẩm. Đánh giá, phân tích, nâng cấp và tối ưu mã nguồn trong quá trình phát triển. Nghiên cứu các công nghệ mới để áp dụng trong các dự án hiện tại và tương lai. Tham gia đưa ra những ý tưởng, giải pháp mới cải thiện công việc Support team xử lý những vấn đề khó phát sinh trong quá trình phát triển giải pháp. Thực hiện các công việc do trưởng bộ phận, quản trị dự án giao trong phạm vi công việc.","Có ít nhất 4 năm kinh nghiệm hoặc tham gia các dự án frontend, đặc biệt là React Native Kinh nghiệm phát triển super app là một lợi thế Có kiến thức về HTML và CSS, Javascript, Bootstrap, Redux, Material UI. Kinh nghiệm về React Native, ReactJs, NextJS, Kotlin hoặc Swift. Kinh nghiệm xử lý Restful API, sử dụng các thư viện của bên thứ ba. Kiến thức về OOP, thiết kế hệ thống, cấu trúc thuật toán và tối ưu hóa hiệu suất ứng dụng React Native. Hiểu biết về cơ chế xác thực và ủy quyền, chẳng hạn như JWT, OAuth hoặc xác thực dựa trên phiên. Hiểu biết về các nguyên tắc phát triển không đồng bộ và bảo mật dữ liệu. Kiến thức về Firebase hoặc Onesignal. Khả năng đóng góp và xây dựng các cải tiến UI/UX. Kinh nghiệm trong ngành thanh toán là một lợi thế. Kinh nghiệm làm việc theo phương pháp Agile/Scrum và sử dụng các công cụ quản lý dự án như JIRA hoặc Trello. Hiểu biết về các nguyên tắc bảo mật ứng dụng và kinh nghiệm triển khai các giải pháp bảo mật. Khả năng giao tiếp rõ ràng và hiệu quả, cả bằng văn bản lẫn nói, với các bên liên quan kỹ thuật và phi kỹ thuật. Có tinh thần học hỏi không ngừng và khả năng thích nghi với các công nghệ mới nhanh chóng. Chủ động, sáng tạo, nhiệt tình, trách nhiệm trong công việc. Có khả năng phân tích, tư duy logic và giải quyết vấn đề Sẵn sàng làm thêm giờ hoặc onsite khi có yêu cầu.","Mức lương cạnh tranh theo đúng năng lực: từ 30,000,000 đến 35,000,000 VND/tháng Môi trường làm việc thân thiện, năng động, có cơ hội phát triển bản thân và thăng tiến lên vị trí team leader, quản lý. Cơ hội tiếp cận với các công nghệ mới, làm việc trong môi trường startup/công nghệ năng động Ghi nhận thành tích, tăng lương và thưởng kịp thời. Chế độ bảo hiểm đầy đủ, nghỉ phép theo quy định Thưởng Lễ Tết, 30/4; 1/ 5; 2/9…. (theo tình hình hoạt động thực tế của Công ty) Sinh nhật, ốm đau, sinh con, ma chay, hiếu hỉ theo mức quy định của Công ty. Teambuilding, nghỉ mát….. (theo tình hình hoạt động thực tế của Công ty) Được tham gia các khóa đào tạo do công ty tổ chức: kĩ năng mềm, nâng cao trình độ chuyên môn… …………","- Hà Nội: 34 Nguyễn Khánh Toàn, Quan Hoa, Cầu Giấy, HN, Cầu Giấy",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) Thứ 7 làm việc luân phiên theo tuần,2025-05-31,"React, HTML, CSS, Javascript, Restful, Agile"
Javascript,Thực Tập Sinh Fullstack Developer,https://www.topcv.vn/viec-lam/thuc-tap-sinh-fullstack-developer/1700246.html?ta_source=ITJobs_LinkDetail,2 - 4 triệu,3000000,VND,Hồ Chí Minh,Không yêu cầu,"Tham gia phát triển các dự án web thực tế cùng team theo mô hình Agile/Scrum. Học hỏi và xây dựng các tính năng frontend bằng ReactJS / Next.js. Xây dựng và tối ưu API backend bằng Node.js (Express/NestJS). Làm việc với PostgreSQL, thiết kế và truy vấn dữ liệu hiệu quả. Tham gia review code, viết tài liệu kỹ thuật, và đóng góp ý tưởng cải tiến. Nhận hướng dẫn từ mentor và tham gia các buổi đào tạo nội bộ.","Sinh viên năm 3 trở lên hoặc đã tốt nghiệp ngành CNTT hoặc tương đương. Có kiến thức cơ bản về JavaScript/TypeScript, HTML, CSS. Hiểu cách hoạt động của RESTful API và mô hình MVC. Biết sử dụng Git, GitHub để quản lý source code. Có tinh thần ham học hỏi, trách nhiệm và thái độ tốt. Điểm cộng: Đã từng làm side project hoặc có sản phẩm demo. Làm quen với Next.js và kỹ thuật SSR/CSR. Biết căn bản về Docker, CI/CD là lợi thế.",Được hướng dẫn bởi mentor có kinh nghiệm. Cơ hội trở thành nhân viên chính thức sau kỳ thực tập. Nhận hỗ trợ phụ cấp tùy năng lực (trao đổi khi phỏng vấn). Cấp chứng nhận hoàn thành thực tập và giới thiệu việc làm.,"- Hồ Chí Minh: Số 32 đường 13 Khu đô thị Vạn Phúc, Thủ Đức",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),2025-05-18,"JavaScript, TypeScript, HTML, RESTful, Git, Next.js, Docker, CI/CD"
Javascript,Lập Trình Viên React Native,https://www.topcv.vn/viec-lam/lap-trinh-vien-react-native/1583783.html?ta_source=ITJobs_LinkDetail,10 - 25 triệu,17500000,VND,Hà Nội,2 năm,"Tham gia nhóm phát triển các dự án start up của công ty, hay các dự án oursource lớn. Xây dựng app mobile sử dụng framework React Native. Làm việc với các API để cập nhật nội dung động. Đảm bảo UI/UX phát triển hoàn hảo với files thiết kế. Kết nối webservices để hiển thị thông tin tới khách hàng. Làm việc với các team khác: Product, Design, NodeJS. Tìm hiểu công nghệ mới, cải tiến sản phẩm, nâng cao hiệu suất công việc. Làm việc độc lập và phối hợp công việc với các thành viên khác trong nhóm.","Có từ 1.5 năm kinh nghiệm trở lên về React Native. Có nền tảng vững chắc về HTML,CSS, Javascript, Typescript. Có kinh nghiệm phát triển trên Android và iOS. Có kinh nghiệm sử dụng các công cụ build và phát triển app như Xcode, Android Studio. Sử dụng cơ bản một công cụ thiết kế UI/UX như Figma, Adobe XD. Kinh nghiệm sử dụng Git, Jira... Có khả năng đề xuất các nghiệp vụ phù hợp dựa trên góc nhìn của khách hàng về cách vận hành của hệ thống. Trách nghiệm, nhiệt tình, có khả năng làm việc độc lập và làm việc nhóm.","Mức lương cạnh tranh theo năng lực. Phụ cấp tăng ca, thưởng dự án, thưởng vượt chỉ tiêu, thưởng tháng lương thứ 13,... Được công ty thực hiện đầy đủ nghĩa vụ về bảo hiểm; phụ cấp nhà ở, xăng xe, ăn trưa, thai sản, con nhỏ, cưới hỏi, sinh nhật,... Định kỳ xét tăng lương 3 tháng/lần hoặc đột xuất theo đánh giá. Được hỗ trợ các thiết bị, công cụ cần thiết cho thực hiện công việc. Trợ cấp chứng chỉ liên quan đến vị trí công việc. Lương tháng 13, thưởng... BHXH, BHYT theo chế độ của luật lao động Tham gia các hoạt động thường niên của công ty như teabuilding, party year...","- Hà Nội: Phố Đặng Thái Thân, Hoàn Kiếm",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),2025-05-18,"HTML, CSS, Javascript, Typescript, Git"
Javascript,Lập Trình Viên React Native,https://www.topcv.vn/viec-lam/lap-trinh-vien-react-native/1555677.html?ta_source=ITJobs_LinkDetail,15 - 20 triệu,17500000,VND,Hà Nội,2 năm,"Phát triển ứng dụng di động cho nền tảng iOS và Android bằng React Native Kết hợp với các team để phân tích, thiết kế và phát triển các tính năng mới Đảm bảo hiệu suất, chất lượng và khả năng phản hồi của ứng dụng Gỡ lỗi và khắc phục các sự cố phát sinh trong quá trình phát triển Luôn cập nhật các xu hướng và công nghệ mới. Giao tiếp với khách hàng để đưa ra ý tưởng và làm rõ giải pháp cho sản phẩm. Nếu có kinh nghiệm ở vị trí Team Leader sẽ quản lý nhóm và có trách nhiệm thúc đẩy và hỗ trợ các thành viên khác trong nhóm.","Từ 2-3 năm kinh nghiệm với React Native trong dự án thực tế. Chuyên môn vững vàng về app architecture và hands-on exp Thành thạo về JavaScript và TypeScript Hiểu biết vững về React và Redux Có kinh nghiệm với các thư viện và framework phổ biến như Expo, ReduxSaga hoặc React Navigation Kiến thức về kiến trúc và mobile application design patterns. • Có kinh nghiệm với API RESTful và GraphQL Có kinh nghiệm về Git và version control. Làm quen với bài kiểm tra đơn vị Ưu tiên ứng viên biết làm Swift hoặc có ý định trau dồi thêm ngôn ngữ lập trình",Review lương từ 1-2 lần/năm. Có thưởng kinh doanh theo tình hình kinh doanh của công ty hằng năm Cung cấp máy móc công cụ làm việc Có cơ hội trở thành nhân sự Key của công ty và nhận được Cổ phần thưởng,"- Hà Nội: 13 Dịch Vọng Hậu, Cầu Giấy",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),2025-05-18,"JavaScript, TypeScript, React, React, RESTful, GraphQL, Git"
Javascript,Chuyên Viên Lập Trình PHP,https://www.topcv.vn/viec-lam/chuyen-vien-lap-trinh-php/1412008.html?ta_source=ITJobs_LinkDetail,10 - 30 triệu,20000000,VND,Hồ Chí Minh,5 năm,Lập trình website theo yêu cầu của khách hàng. Lập trình các ứng dụng trên nền web theo yêu cầu của cấp quản lý. Xây dựng và triển khai hệ thống backend cho sản phẩm mới của công ty. Báo cáo và chịu trách nhiệm về chuyên môn/tiến độ công việc.,"Yêu cầu Có kinh nghiệm trong việc xây dựng và phát triển web trên môi trường Linux, Apache, MySQL, PHP. Có kinh nghiệm và kiến thức về lập trình hướng đối tượng (OOP) sử dụng ngôn ngữ PHP Thành thạo ngôn ngữ HTML và CSS. Thành thạo ứng dụng các ngôn ngữ Javascript, Jquery, Ajax, Json, Nodejs Thành thạo thiết kế và truy vấn database MySQL Thành thạo triển khai các ứng dụng thương mại điện tử. Biết phân tích thiết kế hệ thống sẽ được ưu tiên. Hòa đồng, có khả năng làm việc nhóm hoặc làm việc độc lập, có khả năng nghiên cứu phát triển. Đam mê công việc lập trình, làm việc cẩn thận, có tinh thần trách nhiệm. Yêu cầu trình độ: Tốt nghiệp Đại Học Chuyên ngành Công Nghệ Thông Tin Anh văn trình độ B hoặc tương đương, có khả năng đọc hiểu tốt. Có thêm các chứng chỉ lập trình PHP và MySQL sẽ là một lợi thế.","Được ký hợp đồng lao động và đóng bảo hiểm Y tế, Bảo hiểm xã hội theo qui định của pháp luật Thăng tiến liên tục theo khả năng đóng góp cho Công ty không giới hạn thời gian làm việc Được hưởng tháng lương 13. Được đào tạo theo chương trình Đào tạo của công ty Được cấp đồng phục hàng năm. Được ít nhất 1 chuyến du lịch hàng năm. Được phụ cấp cơm trưa, và các bữa ăn nhẹ trong ngày. Được tham gia các hoạt động thể dục thể thao hàng tuần miễn phí.","- Hồ Chí Minh: 344 Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7., Quận 7",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) Thứ 7 (từ 08:00 đến 12:00),2025-05-18,"Linux, MySQL, HTML, Javascript, Nodejs, MySQL, MySQL"
Javascript,Chuyên Viên Lập Trình Web,https://www.topcv.vn/viec-lam/chuyen-vien-lap-trinh-web/1305809.html?ta_source=ITJobs_LinkDetail,10 - 30 triệu,20000000,VND,Hồ Chí Minh,3 năm,- Lập trình website theo yêu cầu của khách hàng. - Lập trình ứng dụng trên nền Web. - Chi tiết theo sự phân công của Trưởng bộ phận.,"Có tối thiểu 3 năm kinh nghiệm lập trình Fullstack. Hiểu biết và sử dụng thành thạo ngôn ngữ lập trình PHP. Có kiến thức về quản lý cơ sở dữ liệu MySQL. Bao gồm khả năng thiết kế cơ sở dữ liệu, truy vấn dữ liệu và tối ưu hóa hiệu suất. Có khả năng xây dựng và sử dụng API (RESTful/SOA). => Thành thạo HTML, Java Script, Ajax, jQuery, CSS, SQL. => Thành thạo thiết kế và truy vấn database MySQL. => Thành thạo setup và customize các CMS: Joomla, vBulentin, phpBB, Magento... => Thành thạo Các loại Framework phổ biến như Angular, Bootstrap, Laravel, ... => Thành thạo triển khai các website thương mại điện tử. Yêu cầu trình độ: Tốt nghiệp Đại học, ưu tiên chuyên ngành CNTT.","Được ký hợp đồng lao động và đóng bảo hiểm Y tế, Bảo hiểm xã hội theo quy định của pháp luật. Thăng tiến liên tục theo khả năng đóng góp cho Công ty không giới hạn thời gian làm việc. Được đào tạo theo chương trình Đào tạo của công ty. Được ít nhất 1 chuyến du lịch hàng năm. Được phụ cấp cơm trưa, và các bữa ăn nhẹ trong ngày. Được tham gia các hoạt động thể dục thể thao hàng tuần miễn phí.","- Hồ Chí Minh: 344 Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TP. HCM., Quận 7",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) Thứ 7 (từ 08:00 đến 12:00),2025-05-18,"MySQL, RESTful, HTML, CSS, MySQL, ="
Javascript,Fresher PHP Developer (Tiếng Nhật N4 Trở Lên),https://www.topcv.vn/viec-lam/fresher-php-developer-tieng-nhat-n4-tro-len/1699569.html?ta_source=ITJobs_LinkDetail,Thoả thuận,,,Hồ Chí Minh,Dưới 1 năm,Develop websites and applications from design specifications and deliver code with high quality Contribute to system architecture and design decisions Be able to self-study on new technologies Be dynamic and proactive Analyzing and developing software/system according to design documents. Training and participating in training courses under the direction of the company.,"At least 3-6 months of experience in PHP Laravel (knowledge of .NET and Java is a plus) It must include N4-level Japanese words Experience in DB. Be able to write and optimize complex queries. Experience in such code versioning tools as Git, Github, SVN. Good problem-solving skills Willingness to work hard and learn new technologies Have an open mind, can-but-not-blindly-do attitude. You have a ""can-do"" attitude, which is already very cool, but you also must be able to pause and ask ""should we do it""","The company provides equipment such as LAPTOP, Phones to serve the working needs of all employees. The company pays all costs of social insurance, health insurance, and unemployment insurance for employees. Join Health and Accident Insurance package 24/7 (according to seniority). Enjoy benefits according to seniority. Being trained in foreign languages, and sponsored to study certificates to improve professional skills and soft skills. Opportunity to go Onsite at SPLUS JAPAN (requires Japanese level of N3 or higher) Performance evaluation: 2 times/year Clubs: Football, Music, ... Annual company trip, quarterly teambuilding, employee birthdays in the month, and special events of the year (8/3, 20/10, Mid-Autumn Festival, Christmas...) Annual leave: 12 vacation days, 11 holidays a year.","- Hồ Chí Minh: Tòa nhà HaDo Airport, 2 Hồng Hà, phường 2, Tân Bình",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),2025-05-18,"Java, DB., Git"
Javascript,Lập Trình Viên Java,https://www.topcv.vn/viec-lam/lap-trinh-vien-java/407047.html?ta_source=ITJobs_LinkDetail,15 - 55 triệu,35000000,VND,Hà Nội,2 năm,"Xây dựng các module lõi cho nền tảng Logistics thế hệ mới của ViettelPost. Tối ưu hóa các nghiệp vụ, thuật toán, kiến trúc để nâng cao chất lượng sản phẩm. Làm việc trực tiếp với các đội nghiệp vụ để thực thi sản phẩm theo đúng yêu cầu. Tư vấn ngược lại cho đội nghiệp vụ để thông minh hóa quy trình. Xây dựng các sản phẩm mới phục vụ hàng triệu người dùng của ViettelPost","Tốt nghiệp Đại học các chuyên ngành CNTT, Khoa học máy tính,... Ưu tiên ứng viên tốt nghiệp các trường Bách Khoa, Học viện kỹ thuật quân sự, Học viện Bưu chính, ĐH Công nghệ-ĐH Quốc gia Hà Nội, Đại học FPT hoặc các trường ĐH quốc tế. Level Senior yêu cầu có 4++ năm kinh nghiệm phát triển phần mềm trở lên với ngôn ngữ JAVA, có kinh nghiệm với các framework như Spring, Quarkus, ZK. Level Junior yêu cầu có 2++ năm kinh nghiệm phát triển phần mềm trở lên với ngôn ngữ JAVA, có kinh nghiệm với các framework như Spring, Quarkus, ZK. Có kinh nghiệm làm việc với một trong các Database Oracle, MariaDB, Postgre, MongoDB, Redis, ElasticSearch. Có kinh nghiệm làm việc với một trong các hệ thống Message Queue (Kafka, RabbitMQ, MQTT) Có hiểu biết về thiết kế hệ thống, design pattern, OOP là một lợi thế. Sử dụng thành thạo các công cụ quản lý code như SVN, Github. Có kiến thức triển khai cơ bản hệ thống trên hệ điều hành Linux. Có khả năng làm việc độc lập và làm việc nhóm, chịu được áp lực cao. Có khả năng tư duy logic và nghiên cứu công nghệ mới Có khả năng đọc hiểu tài liệu tiếng Anh chuyên ngành.","1. Chế độ về lương thưởng, thu nhập • Mức lương 15M - 20M với Junior, 20M - 35M với Middle, 35M - 55M với Senior • Có chế độ hỗ trợ tiền điện thoại và ăn trưa, nghỉ mát hàng năm; kèm theo là các khoản thưởng vào các dịp lễ lớn (30/4, 1/5, 2/9, ngày thành lập Tập đoàn, Tổng Công ty, Tết Dương/ Âm) 2. Chương trình chăm sóc sức khỏe • Được đóng đầy đủ về các chế độ bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và các gói bảo hiểm sức khỏe khác. • Hàng năm CBNV được tham gia khám sức khỏe định kỳ tại các bệnh viện lớn. • Phụ nữ có con nhỏ dưới 1 tuổi sẽ được nghỉ thêm 1h/ngày 3. Đào tạo, phát triển • Hàng tuần, công ty tổ chức buổi Seminar trao đổi, chia sẻ về các công nghệ mới nhất; là cơ hội để các thành viên học hỏi lẫn nhau. • Được tham gia các khóa học bổ ích từ các diễn giả Quốc tế tại Học viện Viettel • Có cơ hội thăng tiến trong nghề nghiệp. 4. Hoạt động tập thể hấp dẫn, phong phú • Tham gia vào hoạt động 'Happy Time"" vào chiều thứ 6 hàng tuần cùng với chương trình sinh nhật tháng. • Chương trình teambuilding, văn hóa, du lịch nghỉ mát hấp dẫn và đa dạng. • Các hoạt động thể dục thể thao cùng các giải đấu được Tập đoàn tổ chức.","- Hà Nội: Tòa nhà Viettel Post, số 2 ngõ 15 Duy Tân, Cầu Giấy",Không rõ,2025-05-18,"JAVA, JAVA, MariaDB, MongoDB, Redis, Kafka, RabbitMQ, Linux"
Javascript,Lập Trình Viên Java/ Junior Java Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-junior-java-developer/1429801.html?ta_source=ITJobs_LinkDetail,8 - 12 triệu,10000000,VND,Hà Nội,1 năm,"Tham gia thực hiện các dự án phát triển, triển khai phần mềm, tích hợp hệ thống cho khách hàng trong lĩnh vực tài chính, ngân hàng; Tham gia nghiên cứu các công nghệ mới và xây dựng giải pháp đáp ứng nhu cầu của khách hàng; Tham gia phân tích, thiết kế, thực hiện lập trình, xây dựng các chức năng/giải pháp đáp ứng yêu cầu của khách hàng và triển khai giải pháp cho khách hàng; Phối kết hợp với kiểm thử viên, khách hàng thực hiện kiểm thử, xử lý lỗi trước và trong quá trình xây dựng giải pháp và chuyển giao cho khách hàng; Hỗ trợ kỹ thuật theo yêu cầu của khách hàng.","Sinh viên mới tốt nghiệp đại học chuyên ngành Khoa học máy tính, Phát triển phần mềm, CNTT hoặc tương đương /hoặc đã có 1 năm kinh nghiệm; Mong muốn theo đuổi và phát triển nghề nghiệp trong lĩnh vực phát triển phần mềm; Có kiến thức tốt về lập trình và đã từng nghiên cứu, lập trình Java hoặc .Net/.Net Core; Có kiến thức cơ bản về SQL, HTML/CSS, JavaScript/TypeScript Có khả năng tự nghiên cứu tài liệu, công nghệ mới. Đọc hiểu tài liệu tiếng Anh tốt là một lợi thế. Thái độ làm việc tốt, ham học hỏi, đam mê công việc và có tinh thần trách nhiệm cao.","Chế độ lương thưởng hấp dẫn, thỏa đáng theo năng lực và mức độ cống hiến; Cơ hội tiếp cận học hỏi các công nghệ mới, các bài toán nghiệp vụ phức tạp cho các khách hàng lớn và phát triển kỹ năng mềm; Được tham gia các nội dung đào tạo nội bộ chuyên sâu về nghiệp vụ tài chính/ngân hàng, công nghệ mới trong ngân hàng và các tổ chức tài chính (DevOps/DevSecOps, Payment, AI, ...) Cơ hội thăng tiến và phát triển nghề nghiệp; Môi trường làm việc chuyên nghiệp và năng động.","- Hà Nội: Tầng 2, Lô A31/D11 Khu Đô thị mới Cầu Giấy, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Cầu Giấy",Thứ 2 - Thứ 6 (từ 08:30 đến 18:00),2025-05-18,"Java, HTML, CSS, JavaScript, TypeScript"
